name,handedness,height,weight,avg,HR
Roger Bowman,R,72,175,0.167,0
Doug Mirabelli,R,73,205,0.231,58
Tom Leahy,,67,168,0.256,0
George Dickerson,R,73,170,0,0
Chris Lindsay,R,72,190,0.242,0
Henry Luff,,71,175,0.247,2
Ron Klimkowski,R,74,190,0.091,0
Eric Soderholm,R,71,187,0.264,102
Ray Flanigan,R,72,190,0.5,0
Joe Verbanic,R,72,155,0.109,0
Danny Valencia,R,74,210,0.263,33
Kevin Mmahat,L,77,220,0,0
Phil Ouellette,B,72,190,0.174,0
Lino Donoso,L,71,160,0.185,0
Ed Brinkman,R,72,170,0.224,60
Jeff Farnsworth,R,74,190,0,0
Gonzalo Marquez,L,71,180,0.235,1
Jake Boultes,,75, ,0.141,0
Bob Clemens,R,69,163,0.231,0
Ralph Shafer,,71, ,0,0
J.J. Trujillo,R,72,180,0,0
Harvey Cushman,, , ,0.2,0
Michael Tonkin,R,79,220,0,0
Ed Fallenstein,R,75,180,0.308,0
Dick Sisler,L,74,205,0.276,55
Bill Monbouquette,R,71,190,0.103,0
Jake Mooty,R,70,170,0.205,0
Ed Hemingway,B,71,165,0.225,0
Garrett Stephenson,R,76,195,0.1,0
Ray Schmandt,R,73,175,0.269,3
Charlie Silvera,R,70,175,0.282,1
Mike Thomas,L,74,205,0,0
John Sipin,R,73,175,0.223,2
Chuck Brinkman,R,73,185,0.172,1
Gene Crumling,R,72,180,0.083,0
Tom Knowlson,B,71,178,0.083,0
Curtis Partch,R,77,240,0,0
Pete Daley,R,72,195,0.239,18
Allen Watson,L,75,195,0.257,0
Mike Lowell,R,75,210,0.279,223
Dave Heaverlo,R,74,200,0.231,0
Ed Cartwright,R,70,220,0.295,24
Woody Williams,R,71,175,0.25,1
Joe McDermott,, , ,0.275,0
Carlos Muniz,R,73,190,0,0
Felix Mantilla,R,72,160,0.261,89
Hank Miklos,L,71,175,0,0
Mike Moustakas,L,71,230,0.244,37
Octavio Dotel,R,72,220,0.065,0
Mike Meola,R,71,175,0.222,0
Walter Thornton,L,73,180,0.312,1
Tuffy Gosewisch,R,71,180,0.178,0
Jack Fisher,R,74,215,0.125,1
Eulogio De La Cruz,R,71,175,0,0
Bill Popp,,70,170,0.048,0
Guillermo Moscoso,R,73,200,0.133,0
Norihiro Nakamura,R,70,200,0.128,0
Tomas de la Rosa,R,70,165,0.289,2
Rome Chambers,L,74,173,0,0
Tommy Hanson,R,78,220,0.059,0
Al Martin,L,74,220,0.276,132
Glenn McQuillen,R,72,198,0.274,4
Mark Ross,R,72,195,0,0
Les Layton,R,72,165,0.231,2
Duff Cooley,L,71,158,0.294,26
Bobby Vaughn,R,69,150,0.277,0
Wayne Garrett,L,71,175,0.239,61
Phil Stidham,R,72,180,0,0
Jot Goar,R,69,160,0.167,0
Bill McGunnigle,R,69,155,0.173,0
Mark Williamson,R,72,155,0,0
George Adams,R,66,175,0.231,0
Andy Abad,L,73,184,0.095,0
Fred Beebe,R,73,190,0.158,0
Tom Hausman,R,76,190,0.111,0
Tony Muser,L,74,180,0.259,7
Ray Richmond,R,72,175,0.1,0
Bob Pepper,R,74,178,0,0
La Vel Freeman,L,69,170,0,0
Rick Kester,R,72,190,0,0
Randy Myers,L,73,190,0.183,0
Harry Kingman,L,73,165,0,0
Elmer Burkart,R,74,190,0.083,0
Glenn Gardner,R,71,180,0.333,0
Frank O'Connor,L,72,185,1,1
Hank Small,R,75,205,0,0
Chester Emerson,L,68,165,0.211,0
Nate Jones,R,77,185,0,0
Gavvy Cravath,R,70,186,0.287,119
Tom Miller,,70,160,0.187,0
Tom Miller,L,71,180,0.25,0
Pat Callaghan,,68,160,0.26,2
Don Drysdale,R,77,190,0.186,29
Bob Strampe,B,73,185,0,0
Benny Valenzuela,R,70,175,0.214,0
Cotton Minahan,R,72,190,0,0
June Greene,L,74,185,0.28,0
German Jimenez,L,71,200,0.059,0
Chris Stowers,L,75,195,0,0
Ernie Shore,R,76,220,0.121,0
Jack Hendricks,L,71,160,0.207,0
Pete Noonan,R,72,180,0.205,4
Doug Nickle,R,76,210,0,0
Neal Hertweck,L,73,175,0,0
Jim Siwy,R,76,200,0,0
Walter Ockey,R,72,175,0,0
Chris Widger,R,75,195,0.238,55
Matt Winters,L,75,215,0.234,2
Steve Bourgeois,R,73,220,0.273,0
Dode Criss,L,74,200,0.276,3
Barry Jones,R,76,225,0.062,0
Vicente Palacios,R,75,165,0.045,0
Rube Parnham,R,75,185,0.214,0
Bob Shawkey,R,71,168,0.214,3
Junichi Tazawa,R,71,180,0,0
Sammy Hairston,R,70,187,0.4,0
Chico Carrasquel,R,72,170,0.258,55
Chuck Crim,R,72,175,0,0
Norman Glaser,R,71,186,0,0
Aaron Ledesma,R,74,200,0.296,2
Paco Rodriguez,L,75,215,0,0
Clay Buchholz,L,75,190,0.333,0
Al Bradley,,70,185,0,0
Shawon Dunston,R,73,175,0.269,150
Bud Anderson,R,75,210,0,0
Ed Barnowski,R,74,195,0,0
Sandy Amoros,L,67,170,0.255,43
Tom Ford,,70,155,0.032,0
Harry Fritz,R,68,170,0.227,3
Jake Livingstone,, , ,0.167,0
John McMakin,R,71,165,0.182,0
Burt Hart,B,75,200,0.311,0
Bryan Petersen,L,72,205,0.22,2
Ted Ford,R,70,180,0.219,17
Chuck Workman,L,72,175,0.242,50
Scott Patterson,R,79,235,0,0
Joe McCabe,R,72,190,0.174,1
Whitey Guese,R,72,200,0.2,0
Rick Baldwin,L,75,180,0.273,0
Marsh Williams,R,72,180,0.105,0
Chick Maynard,L,69,150,0.125,0
Joe Straub,R,70,160,0.153,0
Clyde McCullough,R,71,180,0.252,52
Sam Page,L,72,172,0.429,0
Dick Burrus,L,71,175,0.291,11
Chuck Kress,L,72,190,0.249,1
Sig Broskie,R,71,200,0.273,0
Bill Hassamaer,,72,180,0.289,7
Curtis Goodwin,L,71,180,0.248,3
Enerio Del Rosario,R,74,165,0,0
Charlie Ziegler,, , ,0.263,0
Jared Hughes,R,78,235,0,0
Jay Hughes,R, ,185,0.219,3
Dennis Aust,R,71,180,0,0
Charlie Marshall,R,70,178,0,0
Jake Robbins,R,77,190,0,0
Ryan Speier,R,79,210,0,0
Kevin Stanfield,L,72,190,0,0
Rick Reuschel,R,75,215,0.168,4
Mike Murphy,R,69,170,0.107,0
Ted Davidson,R,72,192,0,0
Harry Damrau,R,70,178,0.196,0
Elijah Jones,R,71, ,0.125,0
Nathan Haynes,L,69,180,0.247,0
J.J. Thobe,R,78,200,0,0
Bob Nieman,R,71,195,0.295,125
Simon Pond,L,73,190,0.163,1
Paul Fitzke,R,71,185,0,0
Frankie Frisch,B,71,165,0.316,105
Charlie Ripple,L,74,210,0.5,0
Grover Land,R,72,190,0.243,0
Laddie Renfroe,B,71,200,0,0
Charlie Stecher,, , ,0.241,0
Frank Doljack,R,71,175,0.269,9
Ned Garvin,,75,160,0.122,0
Alfonso Soriano,R,73,195,0.272,406
Ambrose McGann,,67,170,0.288,0
Eddie Kolb,R, , ,0.25,0
Billy Ging,R,70,170,0,0
Dick LeMay,L,75,190,0.071,0
Jim McGlothlin,R,73,185,0.126,3
Jim Lyttle,L,72,180,0.248,9
Michael Tucker,L,74,185,0.256,125
Shane Komine,R,69,175,0,0
John Karst,L,71,175,0,0
Carlos Pena,L,74,225,0.233,285
Chad Moeller,R,75,210,0.226,29
Karl Swanson,L,70,155,0.138,0
John Woods,R,72,175,0,0
Dennis Dove,R,76,205,0,0
John Butcher,R,76,185,0,0
Donnie Scott,B,71,185,0.217,7
John Fick,L,70,150,0,0
Johnny Gerlach,R,69,165,0.333,0
Nick Cullop,L,71,172,0.149,0
Nick Dumovich,L,72,170,0.241,0
Nick Cullop,R,72,200,0.249,11
Bobby Sprowl,L,74,190,0.167,0
Dave Bennett,R,77,195,0,0
Chink Zachary,R,71,182,0,0
 Scott,, , ,0.226,1
Andy Sullivan,, , ,0,0
Luis Rosado,R,72,180,0.179,0
Jerry Ujdur,R,73,195,0,0
Hank Robinson,R,71,160,0.17,0
Gil Torres,R,72,155,0.252,0
Joe Ayrault,R,75,190,0.2,0
Les Webber,R,72,185,0.135,1
Erasmo Ramirez,R,75,210,0,0
Creighton Gubanich,R,75,200,0.277,1
Jason Davis,R,78,195,0.059,1
Jacke Davis,R,71,160,0.213,1
Frank Keffer,, , ,0.143,0
John Monroe,L,70,160,0.266,2
Rocco Baldelli,R,76,200,0.278,60
Dino Chiozza,L,72,170,0,0
Khris Davis,R,71,200,0.279,11
Scot Thompson,L,75,195,0.262,5
Stan Rees,L,75,190,0,0
Tim Dillard,B,76,225,0.5,0
Mark McGwire,R,77,215,0.263,583
Carlos Martinez,R,77,175,0.258,25
Koji Uehara,R,73,190,0,0
George Blackburn,,71,184,0.077,0
George Blackerby,R,73,176,0.253,0
Jason Young,R,77,215,0.222,0
George Tsamis,R,74,190,0,0
Mel Simons,L,70,175,0.268,0
Harry Shriver,R,74,180,0.036,0
Andy Bednar,R,70,180,0,0
Ducky Swan,R,70,165,0,0
Ed Sales,L, , ,0.228,1
Jim Carleton,,68,155,0.267,0
Luis Alicea,B,69,165,0.26,47
Lou Skizas,R,71,175,0.27,30
Mackey Sasser,L,73,190,0.267,16
Charlie Babington,R,72,170,0.242,0
Hutch Campbell,L,70,155,0.25,0
Hugh Campbell,, , ,0.149,0
Gene Locklear,L,70,165,0.274,9
Adrian Cardenas,L,72,205,0.183,0
Frank Todd,, , ,0.2,0
Joe Neale,R,68,153,0.086,1
Willie Mays,R,70,170,0.302,660
Chris Parmelee,L,73,230,0.246,17
Tomokazu Ohka,R,73,180,0.138,0
Joe Wright,L,68,175,0.282,1
Larry Ressler,, , ,0.194,0
Ben Froelich,R, , ,0,0
Walt Tauscher,R,73,186,0.167,0
Chris Richard,L,74,210,0.255,34
Jeff Cross,R,71,160,0.162,0
Cole Kimball,R,75,225,0,0
Dusty Miller,L,70,175,0.246,0
Dusty Miller,L,71,170,0.301,22
Brandon Phillips,R,72,200,0.271,166
Bo Diaz,R,71,185,0.255,87
Bill Regan,R,70,155,0.267,18
Jose Malave,R,74,212,0.226,4
Craig Counsell,L,72,180,0.255,42
Matt Kata,B,73,185,0.239,12
Bill Dalrymple,, , ,0,0
Bump Wills,B,69,172,0.266,36
Darrel Akerfelds,R,74,210,0.111,0
Brian Denman,R,76,205,0,0
Ray Semproch,R,71,180,0.116,0
Willie Tasby,R,71,170,0.25,46
Pat Putnam,L,72,205,0.255,63
Kurt Bevacqua,R,72,180,0.236,27
Barry Enright,R,75,220,0.222,1
Ed Samcoff,R,70,165,0,0
Jeff Berblinger,R,72,190,0,0
John Perkovich,R,71,170,0,0
Ed Clark,,70, ,0,0
Jimmy Myers,R,73,190,0,0
Dave Gerard,R,74,205,0.375,0
Trent Durrington,R,70,185,0.196,2
Willie Hernandez,L,75,180,0.206,0
Dick West,R,74,180,0.221,3
Frank Fletcher,R,70,165,0,0
Bernie Neis,B,67,160,0.272,25
Chile Gomez,R,70,165,0.226,0
Jose Guillen,R,72,215,0.27,214
Red Barkley,R,71,160,0.264,0
Drew Hutchison,L,74,195,0,0
Scott Winchester,R,74,210,0.115,0
Bob Fallon,L,75,200,0,0
Jack Ogden,R,72,190,0.2,0
Syd O'Brien,R,73,185,0.23,24
Mike Paul,L,72,175,0.115,0
Leon Everitt,L,73,195,0,0
Dave Ferriss,L,74,208,0.25,1
Roberto Hernandez,R,76,220,0.5,0
Bill Culp,B,73,165,0,0
Chick Gagnon,R,67,158,0.222,0
Miguel Mejia,R,73,155,0.087,0
Vito Tamulis,L,69,170,0.175,1
John Roper,R,72,175,0.177,0
Dave Thies,R,76,205,0.333,0
Dan Minnehan,R,70,145,0.382,0
Brandon Knight,L,72,175,0,0
Johnny Rutherford,L,70,170,0.29,0
Phil Collins,R,71,175,0.193,4
Harry Deane,,67,150,0.24,0
Larry Burright,R,71,170,0.205,4
Joe Mahoney,L,78,240,0.242,1
Jumbo Schoeneck,R,74,223,0.283,2
Jeff Patterson,R,74,200,0,0
Ed Hobaugh,R,72,176,0.127,1
Ray Medeiros,R,70,163,0,0
Nate Freiman,R,80,250,0.274,4
Billy McMillon,L,71,172,0.248,16
Jerry McCormick,,71,178,0.262,0
Art Thomason,L,68,150,0.171,0
Lee Pfund,R,73,185,0.182,0
Frank Estrada,R,68,182,0.5,0
George Beck,R,71,165,0,0
Vern Hughes,L,70,155,0,0
Izzy Hoffman,L,69,160,0.233,0
Joakim Soria,R,75,200,0,0
Pat Howell,B,71,155,0.187,0
Karl Drews,R,76,192,0.083,0
B.J. Ryan,L,78,230,0,0
Mike Kinkade,R,73,210,0.256,13
George Burns,R,73,180,0.307,72
George Burns,R,67,160,0.287,41
Joe Beimel,L,75,215,0.222,0
Chris Chambliss,L,73,195,0.279,185
Bill Breckinridge,R,71,175,0,0
George Gerberman,R,72,180,0,0
Duaner Sanchez,R,74,210,0.111,0
Max Rosenfeld,R,68,175,0.298,2
Joe Casey,R,69,180,0.179,0
L. J. Hoes,R,72,190,0.281,1
Boots Poffenberger,R,70,178,0.198,0
Ed Wingo,R,66,145,0.25,0
George DeTore,R,68,170,0.25,0
Moose Solters,R,72,190,0.289,83
Charlie Ganzel,R,72,161,0.259,10
Earl Browne,L,72,175,0.284,6
Tom Satriano,L,73,185,0.225,21
Rube Ehrhardt,R,74,190,0.214,1
Ryan Mattheus,R,75,215,0,0
Mark Brandenburg,R,72,180,0,0
John Michaels,L,70,154,0.143,0
Geronimo Gil,R,75,240,0.23,19
J.R. Towles,R,74,190,0.187,11
Bob Kennedy,R,74,193,0.254,63
Joe Pignatano,R,70,180,0.234,16
Adron Chambers,L,70,185,0.216,0
Sam Dodge,R,73,170,0,0
Orlando Hernandez,R,74,220,0.155,0
Mark Lee,L,75,198,0,0
Manuel Lee,B,70,145,0.255,19
Mark Lee,R,76,225,0.231,0
Bill Jackson,L,71,160,0.138,1
Ed Lafitte,R,74,188,0.22,2
Roy Schalk,R,70,168,0.233,2
Chan Perry,R,74,200,0.08,0
Ray Treadaway,L,67,150,0.211,0
Ted Turner,R,72,180,0,0
Joe Beckwith,L,75,200,0.053,0
Kerry Taylor,R,75,200,0,0
Frank O'Rourke,R,70,165,0.254,15
Thomas Griffin,,72, ,0.22,0
Jason Windsor,R,74,233,0,0
Brad Davis,R,73,190,0.211,3
Anastacio Martinez,R,74,180,0,0
Paul Florence,B,73,185,0.229,2
Neb Stewart,R,73,195,0.129,0
Jesse Foppert,R,78,210,0.081,0
Harry Parker,R,75,190,0.086,0
Ted Olson,R,74,185,0.222,0
Monty Stratton,R,77,180,0.224,4
Ed Hahn,L, ,160,0.237,1
Glenn Liebhardt,R,70,170,0,0
Doug Gwosdz,R,71,185,0.144,1
Brady Clark,R,74,195,0.277,36
Chien-Ming Wang,R,75,200,0.051,0
Bryan Clark,L,74,185,0,0
Ryan Theriot,R,71,180,0.281,17
Jeffrey Leonard,R,74,200,0.266,144
Mandy Romero,B,71,190,0.208,2
Hack Eibel,L,71,220,0.174,0
Fleury Sullivan,, , ,0.153,0
Scott Elarton,R,80,240,0.139,0
Red Peery,L,71,160,0.214,0
Joe Schepner,R,70,160,0.208,0
Red Anderson,R,75,210,0.282,0
Red Bird,L,71,170,0,0
Julius Willigrod,L, , ,0.154,0
Kevin Elster,R,74,180,0.228,88
Dan Rohn,L,68,165,0.25,1
Paul Lindblad,L,73,185,0.195,1
Jack Feller,R,70,185,0,0
Earl Johnson,L,75,190,0.187,0
Ernie White,R,71,175,0.209,0
Ren Wylie,R,71,155,0,0
Chick Autry,L,71,168,0.195,0
Frank Sullivan,R,78,215,0.144,0
Chick Autry,R,72,180,0.245,2
Dal Maxvill,R,71,157,0.217,6
Ike Hampton,B,73,185,0.207,4
Pat Dillard,L,72,180,0.23,0
Mike LaValliere,L,70,180,0.268,18
Jonathan Villar,B,73,195,0.243,1
Steve Curry,R,78,217,0,0
Tommy Sheehan,R,68,160,0.235,1
Eric Valent,L,72,191,0.234,13
Mike Campbell,R,75,210,0.357,0
Mike Campbell,, , ,0.145,0
Jeff Tackett,R,74,200,0.217,7
Mickey Rutner,R,71,190,0.25,1
Barry Bonds,L,73,185,0.298,762
Cesar Tovar,R,69,155,0.278,46
Pat Gomez,L,72,190,0,0
Gordon McNaughton,R,73,190,0.25,0
Mickey Lolich,B,73,170,0.11,0
Lou Marson,R,73,200,0.219,5
Charles Gipson,R,74,180,0.237,0
Jim Bucher,L,71,170,0.265,17
Ken Cloude,R,73,200,0,0
Edgar McNabb,R,71,170,0.194,0
Jim McKee,R,79,215,0,0
Jim McKeever,R,70,170,0.136,0
Lloyd Merritt,R,72,189,0,0
Cloy Mattox,L,68,168,0.167,0
Lloyd Merriman,L,72,190,0.242,12
Pete Coscarart,R,71,175,0.243,28
Cedrick Bowers,B,74,220,0,0
Mickey Livingston,R,73,185,0.238,19
Herb Hippauf,R,72,180,0,0
Ray Chadwick,B,74,180,0,0
Bo McLaughlin,R,77,210,0,0
Aaron Poreda,L,78,240,0,0
Zach Rosscup,R,74,205,0,0
Jeff Huson,L,75,180,0.234,8
Kal Segrist,R,72,180,0.125,0
Al Baird,R,69,160,0.252,0
Lucas French,L,76,220,0,0
Al Yates,R,74,210,0.277,1
Jack Heidemann,R,72,175,0.211,9
George Gill,R,73,185,0.126,0
Bobby Ramos,R,71,190,0.19,4
Webb Schultz,R,71,172,0,0
Cal Neeman,R,73,192,0.224,30
George Shuba,L,71,180,0.259,24
Maury Newlin,R,72,176,0.125,0
Dan Cotter,R, , ,0,0
Paul Cook,R,70,185,0.223,0
Amos Cross,, , ,0.268,1
Pat McGehee,L,74,180,0,0
Rich Rollins,R,70,185,0.269,77
Walt Bond,L,79,228,0.256,41
Chris Ray,R,75,210,0,0
Ricky Trlicek,R,75,200,0.25,0
Lee Walls,R,75,205,0.262,66
Bill Kling,L,72,190,0.194,0
Champ Osteen,L,68,150,0.197,2
Bob Geary,R,71,168,0.244,0
John Maloney,, , ,0.273,0
Ariel Prieto,R,75,220,0,0
John Pacella,R,75,195,0.083,0
Nate Snell,R,76,190,0,0
Hobie Landrith,L,70,170,0.233,34
Clarence Stephens,, , ,0.375,0
Louis Leroy,R,70,180,0.13,0
George Mohart,R,69,165,0.2,0
Randy Brown,L,67,170,0.138,0
Ray Brown,R,73,172,0,0
Nikco Riesgo,R,74,185,0.143,0
George Zettlein,R,69,162,0.21,0
John Gelnar,R,74,185,0.081,0
Hughie Critz,R,68,147,0.268,38
Mike Myers,L,75,197,0,0
Ross Wolf,R,72,180,0,0
Al Mahon,L,71,160,0,0
Slick Castleman,R,72,185,0.135,2
Aaron Cook,R,75,215,0.152,0
Charlie Cady,,71,180,0.059,0
Kick Kelly,,72,185,0.155,0
Grant Roberts,R,75,205,0.25,0
Tom Chism,L,73,195,0,0
Mutt Williams,R,75,195,0.5,0
Fred Andrews,R,68,163,0.276,0
Ivy Olson,R,70,175,0.258,13
Bill Cristall,L,67,145,0.35,0
Dan Cortes,R,78,230,0,0
Al Myers,R,68,165,0.245,13
Dan Ardell,L,74,190,0.25,0
A.J. Murray,B,75,220,0,0
Wally Millies,R,70,170,0.243,0
Sibby Sisti,R,71,175,0.244,27
Matt Williams,R,74,205,0.268,378
John Shoupe,L,67,140,0.127,0
Nick Polly,R,71,190,0.2,0
Shane Halter,R,70,160,0.246,45
Harry Eells,R,73,195,0.188,0
Merv Rettenmund,R,70,190,0.271,66
Tex Carleton,B,73,180,0.185,6
Harry Kimberlin,R,75,175,0.25,0
Harold Reynolds,B,71,165,0.258,21
Howie Gorman,L,74,160,0.2,0
Jason Tyner,L,73,170,0.275,1
Brian Wolfe,R,75,220,0,0
Sam Jackson,R,65,160,0.216,0
Frank McGinn,, , ,0,0
Carlos Corporan,B,74,220,0.222,11
Jack Kibble,B,69,154,0,0
Frank Hoffman,,69,163,0.154,0
Matt Merullo,L,74,200,0.234,7
Bill Leard,R,70,155,0,0
Claude Willoughby,R,69,165,0.143,0
Bryan Clutterbuck,R,76,223,0,0
Bob Will,L,70,175,0.247,9
Eric Eckenstahler,L,79,210,0,0
Thomas Neal,R,74,220,0.184,0
Aaron Boone,R,74,190,0.263,126
Vern Benson,L,70,160,0.202,3
Nick Reeder,R,69,189,0,0
Jim Roland,R,75,175,0.071,0
Wayne Franklin,L,74,195,0.157,0
John Mabry,L,76,195,0.263,96
Ted Wingfield,R,71,168,0.234,1
Fred Tenney,L,69,155,0.294,22
Fred Tenney,, , ,0.216,0
Jim Lillie,R, , ,0.219,6
Tom Ragland,R,70,155,0.231,0
Dennis Tankersley,R,74,185,0.286,1
Larry Douglas,,75,175,0,0
Nate Kellogg,,69,175,0.118,0
Mike Rose,B,73,185,0.204,1
Bill Kinsler,, , ,0,0
Billy Myers,R,68,168,0.257,45
Eddie Pellagrini,R,69,160,0.226,20
Carl Erskine,R,70,165,0.156,1
Shannon Penn,B,70,163,0.174,0
Fred McMullin,R,71,170,0.256,1
Don Eaddy,R,71,165,0,0
Buck Herzog,R,71,160,0.259,20
Art Smith,R,72,175,0,0
Ray Narleski,R,73,175,0.157,1
Bob Garber,R,73,190,0,0
Emmett McCann,R,71,150,0.227,0
Jeff Baisley,R,75,220,0.256,0
Taylor Teagarden,R,73,200,0.206,20
Eider Torres,B,68,165,0.222,0
Byron Browne,R,74,190,0.236,30
Ron Perranoski,L,72,180,0.096,0
Larry Benton,R,71,165,0.165,2
Steve Carter,L,76,201,0.143,1
Lee Rogers,R,71,170,0,0
Hector Torres,R,72,175,0.216,18
George Van Haltren,L,71,170,0.316,69
Art Jorgens,R,69,160,0.238,4
Walt Williams,R,66,165,0.27,33
Kid Carsey,L,67,168,0.213,2
Eddie Hohnhorst,L,73,175,0.265,0
Bill James,B,76,195,0.142,0
Joe Landrum,R,71,180,0.125,0
Israel Alcantara,R,74,180,0.27,6
Harley Boss,L,71,185,0.268,1
Jim Wilson,R,73,200,0.181,2
Bob Lillis,R,71,160,0.236,3
Ken Patterson,L,76,210,0,0
Roger McDowell,R,73,175,0.222,0
Pete Koegel,R,78,230,0.174,1
Wayne Tyrone,R,73,185,0.228,1
Stubby Magner,R,63,135,0.212,0
Doug Sisk,R,74,210,0.105,0
Freddy Garcia,R,76,250,0.156,0
Freddy Garcia,R,74,190,0.222,19
Hod Leverette,R,72,180,0,0
Ed Sukla,R,71,170,0,0
Jerry Koosman,R,74,205,0.119,2
Fred Sington,R,74,215,0.271,7
Doug Konieczny,R,76,220,0.138,0
Chucho Ramos,R,70,167,0.5,0
Jack White,B,67,150,0,0
Charlie Gilbert,L,69,165,0.229,5
Chris Hatcher,R,75,220,0.067,0
Brad Salmon,L,76,225,0,0
Terry Adams,R,75,180,0.051,0
Heinie Groh,R,68,158,0.292,26
Austin McHenry,R,71,152,0.302,34
Stephen Lombardozzi,B,72,170,0.264,5
Steve Lombardozzi,R,72,175,0.233,20
Joe Cunningham,L,72,180,0.291,64
Candy Sierra,R,74,190,0,0
Lew Post,, , ,0.083,0
Todd Frazier,R,75,220,0.249,44
Marty Bergen,,70,170,0.265,10
Ernie Herbert,R,70,165,0.371,0
Troy O'Leary,L,72,175,0.274,127
Hal Wiltse,L,69,168,0.16,0
Marty Malloy,L,70,160,0.151,1
Walton Cruise,L,72,175,0.277,30
Roy Lee,L,71,175,0,0
Morrie Aderholt,L,73,188,0.267,3
Chris Rusin,L,74,195,0.129,0
Miguel Asencio,R,74,190,0,0
Carl Furillo,R,72,190,0.299,192
Kole Calhoun,L,70,190,0.271,8
Joe Azcue,R,72,190,0.252,50
Larry Chappell,L,72,186,0.226,0
Jesus Delgado,R,72,225,0,0
Jim Campanis,R,72,195,0.147,4
Tom Lipp,,71,170,1,0
John Montague,R,74,213,0.083,0
Dixie Carroll,L,71,165,0.265,0
Dick Carroll,R,74, ,0.5,0
Johnny Beall,L,72,180,0.253,3
Terry Mathews,L,74,200,0.375,0
Johnny Temple,R,71,175,0.284,22
Phil Ketter,, , ,0.333,0
Eugenio Velez,B,73,170,0.241,8
Dan Abbott,R,71,190,0.143,0
Rene Rivera,R,70,230,0.206,4
Steve Luebber,R,75,185,0.053,0
Billy Shindle,R,68,155,0.269,31
Koyie Hill,B,73,210,0.206,8
Bill Bayne,L,69,160,0.29,1
Derek Lee,L,73,200,0.152,0
Derrek Lee,R,77,245,0.281,331
Chance Sanford,L,70,165,0.167,0
Fred Newman,R,75,180,0.153,2
Jack Banta,L,74,175,0.115,0
Elliott Maddox,R,71,180,0.261,18
Frank Jude,R,67,150,0.208,1
Jim McAndrew,R,74,185,0.1,0
John Axford,R,77,195,0,0
Rip Vowinkel,R,70,195,0.071,0
Jeff DeWillis,R,74,170,0.12,1
Joe Crawford,L,75,225,0,0
Juan Perez,R,72,180,0,0
Shawn Chacon,R,75,212,0.152,1
Ed Albosta,R,73,175,0.083,0
Hardy Richardson,R,69,170,0.299,70
Don Hankins,R,75,183,0.143,0
Milt Pappas,R,75,190,0.123,20
Pop Williams,R,71,190,0.217,0
Omar Moreno,L,74,180,0.252,37
Claudio Vargas,R,76,235,0.08,0
Steve Smyth,L,73,220,0.222,0
Trevor Rosenthal,R,74,190,0,0
Ron Karkovice,R,73,210,0.221,96
John Godar,R,69,170,0.214,0
Pete Wilson,, , ,0.104,0
Luke Montz,R,74,225,0.163,2
Jocko Conlon,R,67,145,0.218,0
Stan Jok,R,72,190,0.158,1
Lew Beasley,L,70,172,0.219,0
Coonie Blank,R,71,165,0,0
Bill Wilson,, , ,0.207,2
Al Brancato,R,69,188,0.214,4
Tracy Stallard,R,77,204,0.11,0
Herm Winningham,L,71,185,0.239,19
Julian Javier,R,73,175,0.257,78
Rick Austin,R,76,190,0.105,0
Orlando Cepeda,R,74,210,0.297,379
Davey Dunkle,B,74,220,0.189,0
Joe Fautsch,R,70,162,0,0
Lou Polli,R,70,165,0.125,0
Ron Willis,R,74,185,0.16,0
Barney McLaughlin,R,68,163,0.243,3
Gary Kroll,R,78,220,0.125,0
Bill Slayback,R,76,200,0.174,0
Woody Williams,R,72,180,0.194,4
Nick Noonan,L,73,170,0.219,0
Ricky Gutierrez,R,73,175,0.266,38
Miguel Gonzalez,R,73,170,0,0
Jesse Crain,R,73,215,0,0
Bill Leinhauser,R,70,150,0,0
Norm McMillan,R,72,175,0.26,6
Joe Connolly,R,72,170,0.268,3
Joe Connolly,L,67,165,0.288,14
Terry Jones,B,70,165,0.242,1
Ricky Adams,R,74,180,0.215,4
Bruce Aven,R,69,180,0.273,20
Joe Connor,R,74,185,0.199,1
Rick Adams,L,72,165,0.174,0
Bryan Hickerson,L,74,195,0.149,0
Willie Harris,L,69,190,0.238,39
F.C. Hansford,,72,180,0,0
Marshall Bridges,B,73,165,0.119,1
Jack Dittmer,L,73,175,0.232,24
Dusty Wathan,R,76,215,0.6,0
Milt Whitehead,B, , ,0.207,1
Mike White,R,68,160,0.264,0
Julio Peguero,B,72,160,0.222,0
Marty Pattin,R,71,180,0.123,2
Doc Land,L,71,165,0,0
Hi Bithorn,R,73,200,0.158,0
Radhames Liz,R,74,185,0,0
Brandon Guyer,R,73,210,0.188,3
Andy Fox,L,76,205,0.239,30
Cal Koonce,R,73,185,0.1,0
Tony Ferreira,L,73,160,0,0
Wes Bankston,R,76,215,0.203,1
Russ Ennis,R,71,160,0,0
Garvin Alston,R,74,185,0,0
Ed Figueroa,R,73,190,0,0
Wayne Kirby,L,71,185,0.252,14
Elio Chacon,R,69,160,0.232,4
Andy Hawkins,R,76,200,0.117,0
Bob Elliott,R,72,185,0.289,170
Miguel Jimenez,R,74,205,0,0
Lefty Bertrand,R,72,180,0,0
Vic Janowicz,R,69,185,0.214,2
Tom Murphy,R,75,185,0.145,1
Charlie Meara,L,70,160,0.286,0
Packy Rogers,R,68,175,0.189,0
